# Resultados de ejecución para FilasOpenMP
# Formato: N P Tiempo(µs)

100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 1 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 2 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
100 4 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 1 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 2 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
200 4 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 1 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 2 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
400 4 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 1 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 2 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
600 4 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 1 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 2 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
1200 4 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 1 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 2 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
2400 4 
